Event(name=Tempo Class, time=0, value=mid, text=None)
Event(name=Note Velocity, time=54660, value=91, text=91)
Event(name=Note On, time=54660, value=54, text=F#3)
Event(name=Note Duration, time=54660, value=0.302, text=0.302)
Event(name=Position, time=54720, value=16/16, text=54720)
Event(name=Note Velocity, time=54720, value=112, text=112)
Event(name=Note On, time=54720, value=68, text=G#4)
Event(name=Note Duration, time=54720, value=0.125, text=0.125)
Event(name=Bar, time=54780, value=54780, text=58)
Event(name=Position, time=54780, value=1/16, text=54780)
Event(name=Chord, time=54780, value=B:maj, text=B:maj)
Event(name=Position, time=54780, value=1/16, text=54780)
Event(name=Note Velocity, time=54780, value=112, text=112)
Event(name=Note On, time=54780, value=70, text=A#4)
Event(name=Note Duration, time=54780, value=0.165, text=0.165)
Event(name=Position, time=54780, value=1/16, text=54780)
Event(name=Note Velocity, time=54780, value=90, text=90)
Event(name=Note On, time=54780, value=59, text=B3)
Event(name=Note Duration, time=54780, value=0.535, text=0.535)
Event(name=Position, time=54780, value=1/16, text=54780)
Event(name=Note Velocity, time=54780, value=92, text=92)
Event(name=Note On, time=54780, value=63, text=D#4)
Event(name=Note Duration, time=54780, value=0.656, text=0.656)
Event(name=Position, time=54780, value=1/16, text=54780)
Event(name=Note Velocity, time=54780, value=109, text=109)
Event(name=Note On, time=54780, value=47, text=B2)
Event(name=Note Duration, time=54780, value=1.146, text=1.146)
Event(name=Position, time=54900, value=3/16, text=54900)
Event(name=Note Velocity, time=54900, value=112, text=112)
Event(name=Note On, time=54900, value=66, text=F#4)
Event(name=Note Duration, time=54900, value=0.308, text=0.308)
Event(name=Position, time=54900, value=3/16, text=54900)
Event(name=Note Velocity, time=54900, value=76, text=76)
Event(name=Note On, time=54900, value=54, text=F#3)
Event(name=Note Duration, time=54900, value=0.698, text=0.698)
Event(name=Position, time=54900, value=3/16, text=54900)
Event(name=Note Velocity, time=54900, value=109, text=109)
Event(name=Note On, time=54900, value=59, text=B3)
Event(name=Note Duration, time=54900, value=0.423, text=0.423)
Event(name=Position, time=55020, value=5/16, text=55020)
Event(name=Chord, time=55020, value=F#:maj, text=F#:maj)
Event(name=Position, time=55020, value=5/16, text=55020)
Event(name=Note Velocity, time=55020, value=118, text=118)
Event(name=Note On, time=55020, value=63, text=D#4)
Event(name=Note Duration, time=55020, value=0.36, text=0.36)
Event(name=Position, time=55020, value=5/16, text=55020)
Event(name=Note Velocity, time=55020, value=102, text=102)
Event(name=Note On, time=55020, value=66, text=F#4)
Event(name=Note Duration, time=55020, value=0.319, text=0.319)
Event(name=Position, time=55140, value=7/16, text=55140)
Event(name=Note Velocity, time=55140, value=115, text=115)
Event(name=Note On, time=55140, value=68, text=G#4)
Event(name=Note Duration, time=55140, value=1.481, text=1.481)
Event(name=Position, time=55140, value=7/16, text=55140)
Event(name=Note Velocity, time=55140, value=105, text=105)
Event(name=Note On, time=55140, value=65, text=F4)
Event(name=Note Duration, time=55140, value=1.075, text=1.075)
Event(name=Position, time=55140, value=7/16, text=55140)
Event(name=Note Velocity, time=55140, value=84, text=84)
Event(name=Note On, time=55140, value=61, text=C#4)
Event(name=Note Duration, time=55140, value=1.142, text=1.142)
Event(name=Position, time=55260, value=9/16, text=55260)
Event(name=Chord, time=55260, value=C#:maj, text=C#:maj)
Event(name=Position, time=55260, value=9/16, text=55260)
Event(name=Note Velocity, time=55260, value=111, text=111)
Event(name=Note On, time=55260, value=49, text=C#3)
Event(name=Note Duration, time=55260, value=1.187, text=1.187)
Event(name=Position, time=55380, value=11/16, text=55380)
Event(name=Note Velocity, time=55380, value=97, text=97)
Event(name=Note On, time=55380, value=56, text=G#3)
Event(name=Note Duration, time=55380, value=0.602, text=0.602)
Event(name=Position, time=55500, value=13/16, text=55500)
Event(name=Note Velocity, time=55500, value=111, text=111)
Event(name=Note On, time=55500, value=61, text=C#4)
Event(name=Note Duration, time=55500, value=0.231, text=0.231)
Event(name=Position, time=55500, value=13/16, text=55500)
Event(name=Note Velocity, time=55500, value=111, text=111)
Event(name=Note On, time=55500, value=65, text=F4)
Event(name=Note Duration, time=55500, value=0.34, text=0.34)
Event(name=Position, time=55500, value=13/16, text=55500)
Event(name=Note Velocity, time=55500, value=111, text=111)
Event(name=Note On, time=55500, value=68, text=G#4)
Event(name=Note Duration, time=55500, value=0.565, text=0.565)
Event(name=Position, time=55620, value=15/16, text=55620)
Event(name=Note Velocity, time=55620, value=97, text=97)
Event(name=Note On, time=55620, value=61, text=C#4)
Event(name=Note Duration, time=55620, value=0.15, text=0.15)
Event(name=Bar, time=55740, value=55740, text=59)
Event(name=Position, time=55740, value=1/16, text=55740)
Event(name=Chord, time=55740, value=A#:min, text=A#:min)
Event(name=Position, time=55740, value=1/16, text=55740)
Event(name=Note Velocity, time=55740, value=112, text=112)
Event(name=Note On, time=55740, value=68, text=G#4)
Event(name=Note Duration, time=55740, value=0.342, text=0.342)
Event(name=Position, time=55740, value=1/16, text=55740)
Event(name=Note Velocity, time=55740, value=111, text=111)
Event(name=Note On, time=55740, value=58, text=A#3)
Event(name=Note Duration, time=55740, value=0.473, text=0.473)
Event(name=Position, time=55740, value=1/16, text=55740)
Event(name=Note Velocity, time=55740, value=111, text=111)
Event(name=Note On, time=55740, value=61, text=C#4)
Event(name=Note Duration, time=55740, value=0.504, text=0.504)
Event(name=Position, time=55740, value=1/16, text=55740)
Event(name=Note Velocity, time=55740, value=102, text=102)
Event(name=Note On, time=55740, value=46, text=A#2)
Event(name=Note Duration, time=55740, value=1.344, text=1.344)
Event(name=Position, time=55860, value=3/16, text=55860)
Event(name=Note Velocity, time=55860, value=115, text=115)
Event(name=Note On, time=55860, value=65, text=F4)
Event(name=Note Duration, time=55860, value=0.287, text=0.287)
Event(name=Position, time=55860, value=3/16, text=55860)
Event(name=Note Velocity, time=55860, value=80, text=80)
Event(name=Note On, time=55860, value=53, text=F3)
Event(name=Note Duration, time=55860, value=0.748, text=0.748)
Event(name=Position, time=55920, value=4/16, text=55920)
Event(name=Note Velocity, time=55920, value=102, text=102)
Event(name=Note On, time=55920, value=58, text=A#3)
Event(name=Note Duration, time=55920, value=0.171, text=0.171)
Event(name=Position, time=55980, value=5/16, text=55980)
Event(name=Chord, time=55980, value=A#:maj, text=A#:maj)
Event(name=Position, time=55980, value=5/16, text=55980)
Event(name=Note Velocity, time=55980, value=115, text=115)
Event(name=Note On, time=55980, value=61, text=C#4)
Event(name=Note Duration, time=55980, value=0.279, text=0.279)
Event(name=Position, time=55980, value=5/16, text=55980)
Event(name=Note Velocity, time=55980, value=105, text=105)
Event(name=Note On, time=55980, value=61, text=C#4)
Event(name=Note Duration, time=55980, value=0.15, text=0.15)
Event(name=Position, time=55980, value=5/16, text=55980)
Event(name=Note Velocity, time=55980, value=111, text=111)
Event(name=Note On, time=55980, value=58, text=A#3)
Event(name=Note Duration, time=55980, value=0.217, text=0.217)
Event(name=Position, time=55980, value=5/16, text=55980)
Event(name=Note Velocity, time=55980, value=111, text=111)
Event(name=Note On, time=55980, value=65, text=F4)
Event(name=Note Duration, time=55980, value=0.24, text=0.24)
Event(name=Position, time=56100, value=7/16, text=56100)
Event(name=Note Velocity, time=56100, value=118, text=118)
Event(name=Note On, time=56100, value=66, text=F#4)
Event(name=Note Duration, time=56100, value=1.154, text=1.154)
Event(name=Position, time=56100, value=7/16, text=56100)
Event(name=Note Velocity, time=56100, value=111, text=111)
Event(name=Note On, time=56100, value=58, text=A#3)
Event(name=Note Duration, time=56100, value=1.033, text=1.033)
Event(name=Position, time=56100, value=7/16, text=56100)
Event(name=Note Velocity, time=56100, value=108, text=108)
Event(name=Note On, time=56100, value=63, text=D#4)
Event(name=Note Duration, time=56100, value=1.048, text=1.048)
Event(name=Position, time=56220, value=9/16, text=56220)
Event(name=Chord, time=56220, value=D#:min, text=D#:min)
Event(name=Position, time=56220, value=9/16, text=56220)
Event(name=Note Velocity, time=56220, value=100, text=100)
Event(name=Note On, time=56220, value=51, text=D#3)
Event(name=Note Duration, time=56220, value=1.537, text=1.537)
Event(name=Position, time=56340, value=11/16, text=56340)
Event(name=Note Velocity, time=56340, value=94, text=94)
Event(name=Note On, time=56340, value=54, text=F#3)
Event(name=Note Duration, time=56340, value=0.998, text=0.998)
Event(name=Position, time=56460, value=13/16, text=56460)
Event(name=Note Velocity, time=56460, value=112, text=112)
Event(name=Note On, time=56460, value=61, text=C#4)
Event(name=Note Duration, time=56460, value=0.148, text=0.148)
Event(name=Position, time=56460, value=13/16, text=56460)
Event(name=Note Velocity, time=56460, value=117, text=117)
Event(name=Note On, time=56460, value=58, text=A#3)
Event(name=Note Duration, time=56460, value=0.256, text=0.256)
Event(name=Position, time=56460, value=13/16, text=56460)
Event(name=Note Velocity, time=56460, value=114, text=114)
Event(name=Note On, time=56460, value=63, text=D#4)
Event(name=Note Duration, time=56460, value=0.544, text=0.544)
Event(name=Position, time=56460, value=13/16, text=56460)
Event(name=Note Velocity, time=56460, value=108, text=108)
Event(name=Note On, time=56460, value=66, text=F#4)
Event(name=Note Duration, time=56460, value=0.602, text=0.602)
Event(name=Position, time=56520, value=14/16, text=56520)
Event(name=Note Velocity, time=56520, value=112, text=112)
Event(name=Note On, time=56520, value=63, text=D#4)
Event(name=Note Duration, time=56520, value=0.106, text=0.106)
Event(name=Position, time=56520, value=14/16, text=56520)
Event(name=Note Velocity, time=56520, value=115, text=115)
Event(name=Note On, time=56520, value=66, text=F#4)
Event(name=Note Duration, time=56520, value=0.11, text=0.11)
Event(name=Position, time=56520, value=14/16, text=56520)
Event(name=Note Velocity, time=56520, value=102, text=102)
Event(name=Note On, time=56520, value=58, text=A#3)
Event(name=Note Duration, time=56520, value=0.154, text=0.154)
Event(name=Position, time=56640, value=16/16, text=56640)
Event(name=Note Velocity, time=56640, value=112, text=112)
Event(name=Note On, time=56640, value=68, text=G#4)
Event(name=Note Duration, time=56640, value=0.135, text=0.135)
Event(name=Bar, time=56700, value=56700, text=60)
Event(name=Position, time=56700, value=1/16, text=56700)
Event(name=Chord, time=56700, value=B:maj, text=B:maj)
Event(name=Position, time=56700, value=1/16, text=56700)
Event(name=Note Velocity, time=56700, value=109, text=109)
Event(name=Note On, time=56700, value=70, text=A#4)
Event(name=Note Duration, time=56700, value=0.154, text=0.154)
Event(name=Position, time=56700, value=1/16, text=56700)
Event(name=Note Velocity, time=56700, value=96, text=96)
Event(name=Note On, time=56700, value=59, text=B3)
Event(name=Note Duration, time=56700, value=0.54, text=0.54)
Event(name=Position, time=56700, value=1/16, text=56700)
Event(name=Note Velocity, time=56700, value=102, text=102)
Event(name=Note On, time=56700, value=63, text=D#4)
Event(name=Note Duration, time=56700, value=0.558, text=0.558)
Event(name=Position, time=56700, value=1/16, text=56700)
Event(name=Note Velocity, time=56700, value=109, text=109)
Event(name=Note On, time=56700, value=47, text=B2)
Event(name=Note Duration, time=56700, value=1.123, text=1.123)
Event(name=Position, time=56820, value=3/16, text=56820)
Event(name=Note Velocity, time=56820, value=112, text=112)
Event(name=Note On, time=56820, value=66, text=F#4)
Event(name=Note Duration, time=56820, value=0.315, text=0.315)
Event(name=Position, time=56820, value=3/16, text=56820)
Event(name=Note Velocity, time=56820, value=76, text=76)
Event(name=Note On, time=56820, value=54, text=F#3)
Event(name=Note Duration, time=56820, value=0.64, text=0.64)
Event(name=Position, time=56880, value=4/16, text=56880)
Event(name=Note Velocity, time=56880, value=99, text=99)
Event(name=Note On, time=56880, value=59, text=B3)
Event(name=Note Duration, time=56880, value=0.19, text=0.19)
Event(name=Position, time=56940, value=5/16, text=56940)
Event(name=Chord, time=56940, value=F#:maj, text=F#:maj)
Event(name=Position, time=56940, value=5/16, text=56940)
Event(name=Note Velocity, time=56940, value=115, text=115)
Event(name=Note On, time=56940, value=63, text=D#4)
Event(name=Note Duration, time=56940, value=0.24, text=0.24)
Event(name=Position, time=56940, value=5/16, text=56940)
Event(name=Note Velocity, time=56940, value=92, text=92)
Event(name=Note On, time=56940, value=63, text=D#4)
Event(name=Note Duration, time=56940, value=0.162, text=0.162)
Event(name=Position, time=56940, value=5/16, text=56940)
Event(name=Note Velocity, time=56940, value=79, text=79)
Event(name=Note On, time=56940, value=59, text=B3)
Event(name=Note Duration, time=56940, value=0.19, text=0.19)
Event(name=Position, time=56940, value=5/16, text=56940)
Event(name=Note Velocity, time=56940, value=108, text=108)
Event(name=Note On, time=56940, value=66, text=F#4)
Event(name=Note Duration, time=56940, value=0.229, text=0.229)
